Nome_Malattia,Anno,Regione,Casi_Totali,Sintomatici,Gravita_Media,Tasso_Mortalita,Percentuale_Su_Totale_Nazionale
Diabete Tipo 1,2021,Emilia Romagna,19314,19102,7.5,0.10,7.28
Diabete Tipo 1,2021,Friuli Venezia Giulia,5200,5148,7.4,0.10,2.36
Diabete Tipo 1,2021,Lazio,24514,24249,7.4,0.09,9.24
Diabete Tipo 1,2021,Liguria,6898,6824,7.5,0.11,3.00
Diabete Tipo 1,2021,Lombardia,40750,40326,7.5,0.10,15.36
Diabete Tipo 1,2021,Marche,6155,6091,7.4,0.09,2.32
Diabete Tipo 1,2021,Molise,690,679,7.3,0.08,0.26
Diabete Tipo 1,2021,Piemonte,18677,18465,7.5,0.10,7.04
Diabete Tipo 1,2021,Puglia,15706,15547,7.3,0.09,6.32
Diabete Tipo 1,2021,Sardegna,26530,26318,7.6,0.12,10.00
Diabete Tipo 1,2021,Sicilia,21012,20800,7.3,0.09,8.32
Diabete Tipo 1,2021,Toscana,16130,15971,7.4,0.10,6.08
Diabete Tipo 1,2021,Trentino Alto Adige,4351,4299,7.4,0.10,2.04
Diabete Tipo 1,2021,Umbria,3714,3672,7.4,0.09,1.40
Diabete Tipo 1,2021,Valle D'Aosta,583,573,7.5,0.11,0.22
Diabete Tipo 1,2021,Veneto,19420,19208,7.5,0.10,7.32
Diabete Tipo 1,2022,Abruzzo,5196,5145,7.3,0.08,2.32
Diabete Tipo 1,2022,Basilicata,1190,1180,7.2,0.07,0.44
Diabete Tipo 1,2022,Calabria,7794,7716,7.3,0.09,3.28
Diabete Tipo 1,2022,Campania,22190,21974,7.2,0.08,8.20
Diabete Tipo 1,2022,Emilia Romagna,19700,19484,7.5,0.10,7.28
Diabete Tipo 1,2022,Friuli Venezia Giulia,5304,5251,7.4,0.10,2.36
Diabete Tipo 1,2022,Lazio,25004,24734,7.4,0.09,9.24
Diabete Tipo 1,2022,Liguria,7036,6961,7.5,0.11,3.00
Diabete Tipo 1,2022,Lombardia,41565,41133,7.5,0.10,15.36
Diabete Tipo 1,2022,Marche,6278,6213,7.4,0.09,2.32
Diabete Tipo 1,2022,Molise,704,693,7.3,0.08,0.26
Diabete Tipo 1,2022,Piemonte,19051,18835,7.5,0.10,7.04
Diabete Tipo 1,2022,Puglia,16020,15858,7.3,0.09,6.32
Diabete Tipo 1,2022,Sardegna,27061,26845,7.6,0.11,10.00
Diabete Tipo 1,2022,Sicilia,21432,21216,7.3,0.09,8.32
Diabete Tipo 1,2022,Toscana,16453,16290,7.4,0.10,6.08
Diabete Tipo 1,2022,Trentino Alto Adige,4438,4385,7.4,0.10,2.04
Diabete Tipo 1,2022,Umbria,3788,3746,7.4,0.09,1.40
Diabete Tipo 1,2022,Valle D'Aosta,595,585,7.5,0.11,0.22
Diabete Tipo 1,2022,Veneto,19808,19592,7.5,0.10,7.32
Diabete Tipo 1,2023,Abruzzo,5300,5248,7.3,0.07,2.32
Diabete Tipo 1,2023,Basilicata,1214,1204,7.2,0.06,0.44
Diabete Tipo 1,2023,Calabria,7950,7871,7.3,0.08,3.28
Diabete Tipo 1,2023,Campania,22634,22413,7.2,0.08,8.20
Diabete Tipo 1,2023,Emilia Romagna,20094,19874,7.5,0.09,7.28
Diabete Tipo 1,2023,Friuli Venezia Giulia,5410,5356,7.4,0.09,2.36
Diabete Tipo 1,2023,Lazio,25504,25229,7.4,0.08,9.24
Diabete Tipo 1,2023,Liguria,7177,7100,7.5,0.10,3.00
Diabete Tipo 1,2023,Lombardia,42396,41956,7.5,0.09,15.36
Diabete Tipo 1,2023,Marche,6404,6337,7.4,0.08,2.32
Diabete Tipo 1,2023,Molise,718,707,7.3,0.07,0.26
Diabete Tipo 1,2023,Piemonte,19432,19211,7.5,0.09,7.04
Diabete Tipo 1,2023,Puglia,16340,16175,7.3,0.08,6.32
Diabete Tipo 1,2023,Sardegna,27602,27382,7.6,0.11,10.00
Diabete Tipo 1,2023,Sicilia,21861,21640,7.3,0.08,8.32
Diabete Tipo 1,2023,Toscana,16782,16616,7.4,0.09,6.08
Diabete Tipo 1,2023,Trentino Alto Adige,4527,4473,7.4,0.09,2.04
Diabete Tipo 1,2023,Umbria,3864,3821,7.4,0.08,1.40
Diabete Tipo 1,2023,Valle D'Aosta,607,597,7.5,0.10,0.22
Diabete Tipo 1,2023,Veneto,20204,19984,7.5,0.09,7.32
Diabete Tipo 1,2024,Abruzzo,5406,5353,7.3,0.07,2.32
Diabete Tipo 1,2024,Basilicata,1238,1228,7.2,0.06,0.44
Diabete Tipo 1,2024,Calabria,8109,8028,7.3,0.08,3.28
Diabete Tipo 1,2024,Campania,23087,22861,7.2,0.07,8.20
Diabete Tipo 1,2024,Emilia Romagna,20496,20271,7.5,0.09,7.28
Diabete Tipo 1,2024,Friuli Venezia Giulia,5518,5463,7.4,0.09,2.36
Diabete Tipo 1,2024,Lazio,26014,25733,7.4,0.08,9.24
Diabete Tipo 1,2024,Liguria,7320,7242,7.5,0.10,3.00
Diabete Tipo 1,2024,Lombardia,43244,42795,7.6,0.09,15.36
Diabete Tipo 1,2024,Marche,6532,6464,7.4,0.08,2.32
Diabete Tipo 1,2024,Molise,732,721,7.3,0.07,0.26
Diabete Tipo 1,2024,Piemonte,19821,19596,7.5,0.09,7.04
Diabete Tipo 1,2024,Puglia,16667,16499,7.3,0.08,6.32
Diabete Tipo 1,2024,Sardegna,28154,27929,7.7,0.11,10.00
Diabete Tipo 1,2024,Sicilia,22298,22073,7.3,0.08,8.32
Diabete Tipo 1,2024,Toscana,17118,16948,7.4,0.09,6.08
Diabete Tipo 1,2024,Trentino Alto Adige,4618,4562,7.4,0.09,2.04
Diabete Tipo 1,2024,Umbria,3941,3897,7.4,0.08,1.40
Diabete Tipo 1,2024,Valle D'Aosta,619,609,7.5,0.10,0.22
Diabete Tipo 1,2024,Veneto,20608,20384,7.6,0.09,7.32
Diabete Tipo 1,2025,Abruzzo,5514,5460,7.3,0.07,2.32
Diabete Tipo 1,2025,Basilicata,1263,1253,7.2,0.06,0.44
Diabete Tipo 1,2025,Calabria,8271,8189,7.3,0.08,3.28
Diabete Tipo 1,2025,Campania,23549,23318,7.2,0.07,8.20
Diabete Tipo 1,2025,Emilia Romagna,20906,20676,7.5,0.09,7.28
Diabete Tipo 1,2025,Friuli Venezia Giulia,5628,5572,7.4,0.09,2.36
Diabete Tipo 1,2025,Lazio,26534,26248,7.4,0.08,9.24
Diabete Tipo 1,2025,Liguria,7466,7387,7.5,0.10,3.00
Diabete Tipo 1,2025,Lombardia,44109,43651,7.6,0.09,15.36
Diabete Tipo 1,2025,Marche,6663,6593,7.4,0.08,2.32
Diabete Tipo 1,2025,Molise,747,735,7.3,0.07,0.26
Diabete Tipo 1,2025,Piemonte,20217,19988,7.5,0.09,7.04
Diabete Tipo 1,2025,Puglia,17000,16829,7.3,0.08,6.32
Diabete Tipo 1,2025,Sardegna,28717,28488,7.7,0.10,10.00
Diabete Tipo 1,2025,Sicilia,22744,22514,7.3,0.08,8.32
Diabete Tipo 1,2025,Toscana,17460,17287,7.4,0.09,6.08
Diabete Tipo 1,2025,Trentino Alto Adige,4710,4653,7.4,0.09,2.04
Diabete Tipo 1,2025,Umbria,4020,3975,7.4,0.08,1.40
Diabete Tipo 1,2025,Valle D'Aosta,631,621,7.5,0.10,0.22
Diabete Tipo 1,2025,Veneto,21020,20792,7.6,0.09,7.32
Tiroidite di Hashimoto,2018,Abruzzo,11000,8250,2.7,0.01,2.20
Tiroidite di Hashimoto,2018,Basilicata,4600,3450,2.6,0.01,1.32
Tiroidite di Hashimoto,2018,Calabria,16050,12040,2.7,0.01,3.21
Tiroidite di Hashimoto,2018,Campania,47450,3558,2.7,0.01,9.49
Tiroidite di Hashimoto,2018,Emilia Romagna,36900,27670,2.8,0.02,7.38
Tiroidite di Hashimoto,2018,Friuli Venezia Giulia,9950,7460,2.8,0.02,2.39
Tiroidite di Hashimoto,2018,Lazio,49050,36780,2.7,0.02,10.21
Tiroidite di Hashimoto,2018,Liguria,12950,9710,2.8,0.02,2.59
Tiroidite di Hashimoto,2018,Lombardia,82550,61910,2.8,0.01,16.51
Tiroidite di Hashimoto,2018,Marche,12500,9370,2.7,0.02,2.50
Tiroidite di Hashimoto,2018,Molise,2500,1870,2.6,0.01,0.50
Tiroidite di Hashimoto,2018,Piemonte,36000,27000,2.8,0.02,7.20
Tiroidite di Hashimoto,2018,Puglia,33500,25120,2.7,0.01,7.10
Tiroidite di Hashimoto,2018,Sardegna,14000,10500,2.8,0.01,3.20
Tiroidite di Hashimoto,2018,Sicilia,40450,30340,2.7,0.01,8.09
Tiroidite di Hashimoto,2018,Toscana,30950,23210,2.7,0.02,6.19
Tiroidite di Hashimoto,2018,Trentino Alto Adige,8500,6370,2.8,0.02,2.10
Tiroidite di Hashimoto,2018,Umbria,7450,5590,2.7,0.01,1.49
Tiroidite di Hashimoto,2018,Valle D'Aosta,1050,790,2.8,0.02,0.21
Tiroidite di Hashimoto,2018,Veneto,42650,31980,2.8,0.02,8.53
Tiroidite di Hashimoto,2019,Abruzzo,11198,8398,2.7,0.01,2.20
Tiroidite di Hashimoto,2019,Basilicata,4683,3512,2.6,0.01,1.32
Tiroidite di Hashimoto,2019,Calabria,16339,12254,2.7,0.01,3.21
Tiroidite di Hashimoto,2019,Campania,48304,36228,2.7,0.01,9.49
Tiroidite di Hashimoto,2019,Emilia Romagna,37564,28173,2.8,0.02,7.38
Tiroidite di Hashimoto,2019,Friuli Venezia Giulia,10129,7597,2.8,0.02,2.39
Tiroidite di Hashimoto,2019,Lazio,49933,37449,2.7,0.02,10.21
Tiroidite di Hashimoto,2019,Liguria,13183,9887,2.8,0.02,2.59
Tiroidite di Hashimoto,2019,Lombardia,84036,63027,2.8,0.01,16.51
Tiroidite di Hashimoto,2019,Marche,12725,9543,2.7,0.02,2.50
Tiroidite di Hashimoto,2019,Molise,2545,1908,2.6,0.01,0.50
Tiroidite di Hashimoto,2019,Piemonte,36648,27486,2.8,0.02,7.20
Tiroidite di Hashimoto,2019,Puglia,34103,25577,2.7,0.01,7.10
Tiroidite di Hashimoto,2019,Sardegna,14252,10689,2.8,0.01,3.20
Tiroidite di Hashimoto,2019,Sicilia,41178,30883,2.7,0.01,8.09
Tiroidite di Hashimoto,2019,Toscana,31507,23630,2.7,0.02,6.19
Tiroidite di Hashimoto,2019,Trentino Alto Adige,8653,6489,2.8,0.02,2.10
Tiroidite di Hashimoto,2019,Umbria,7584,5688,2.7,0.01,1.49
Tiroidite di Hashimoto,2019,Valle D'Aosta,1069,801,2.8,0.02,0.21
Tiroidite di Hashimoto,2019,Veneto,43418,32563,2.8,0.02,8.53
Tiroidite di Hashimoto,2020,Abruzzo,11400,8550,2.7,0.01,2.20
Tiroidite di Hashimoto,2020,Basilicata,4767,3575,2.6,0.01,1.32
Tiroidite di Hashimoto,2020,Calabria,16633,12475,2.7,0.01,3.21
Tiroidite di Hashimoto,2020,Campania,49174,36880,2.7,0.01,9.49
Tiroidite di Hashimoto,2020,Emilia Romagna,38240,28680,2.8,0.02,7.38
Tiroidite di Hashimoto,2020,Friuli Venezia Giulia,10311,7733,2.8,0.02,2.39
Tiroidite di Hashimoto,2020,Lazio,50832,38124,2.7,0.02,10.21
Tiroidite di Hashimoto,2020,Liguria,13420,10065,2.8,0.02,2.59
Tiroidite di Hashimoto,2020,Lombardia,85549,64162,2.8,0.01,16.51
Tiroidite di Hashimoto,2020,Marche,12954,9715,2.7,0.02,2.50
Tiroidite di Hashimoto,2020,Molise,2591,1943,2.6,0.01,0.50
Tiroidite di Hashimoto,2020,Piemonte,37308,27980,2.8,0.02,7.20
Tiroidite di Hashimoto,2020,Puglia,34717,26037,2.7,0.01,7.10
Tiroidite di Hashimoto,2020,Sardegna,14509,10881,2.8,0.01,3.20
Tiroidite di Hashimoto,2020,Sicilia,41919,31439,2.7,0.01,8.09
Tiroidite di Hashimoto,2020,Toscana,32074,24056,2.7,0.02,6.19
Tiroidite di Hashimoto,2020,Trentino Alto Adige,8809,6607,2.8,0.02,2.10
Tiroidite di Hashimoto,2020,Umbria,7721,5790,2.7,0.01,1.49
Tiroidite di Hashimoto,2020,Valle D'Aosta,1088,816,2.8,0.02,0.21
Tiroidite di Hashimoto,2020,Veneto,44199,33149,2.8,0.02,8.53
Tiroidite di Hashimoto,2021,Abruzzo,11605,8703,2.8,0.01,2.20
Tiroidite di Hashimoto,2021,Basilicata,4853,3639,2.7,0.01,1.32
Tiroidite di Hashimoto,2021,Calabria,16932,12699,2.8,0.01,3.21
Tiroidite di Hashimoto,2021,Campania,50059,37544,2.8,0.01,9.49
Tiroidite di Hashimoto,2021,Emilia Romagna,38928,29196,2.9,0.02,7.38
Tiroidite di Hashimoto,2021,Friuli Venezia Giulia,10497,7872,2.9,0.02,2.39
Tiroidite di Hashimoto,2021,Lazio,51747,38810,2.8,0.02,10.21
Tiroidite di Hashimoto,2021,Liguria,13662,10246,2.9,0.02,2.59
Tiroidite di Hashimoto,2021,Lombardia,87089,65317,2.9,0.01,16.51
Tiroidite di Hashimoto,2021,Marche,13187,9890,2.8,0.02,2.50
Tiroidite di Hashimoto,2021,Molise,2638,1978,2.7,0.01,0.50
Tiroidite di Hashimoto,2021,Piemonte,37979,28484,2.9,0.02,7.20
Tiroidite di Hashimoto,2021,Puglia,35342,26506,2.8,0.01,7.10
Tiroidite di Hashimoto,2021,Sardegna,14770,11077,2.9,0.01,3.20
Tiroidite di Hashimoto,2021,Sicilia,42674,32005,2.8,0.01,8.09
Tiroidite di Hashimoto,2021,Toscana,32651,24488,2.8,0.02,6.19
Tiroidite di Hashimoto,2021,Trentino Alto Adige,8967,6725,2.9,0.02,2.10
Tiroidite di Hashimoto,2021,Umbria,7859,5894,2.8,0.01,1.49
Tiroidite di Hashimoto,2021,Valle D'Aosta,1108,831,2.9,0.02,0.21
Tiroidite di Hashimoto,2021,Veneto,44995,33746,2.9,0.02,8.53
Tiroidite di Hashimoto,2022,Abruzzo,11814,8860,2.8,0.01,2.20
Tiroidite di Hashimoto,2022,Basilicata,4940,3705,2.7,0.01,1.32
Tiroidite di Hashimoto,2022,Calabria,17237,12927,2.8,0.01,3.21
Tiroidite di Hashimoto,2022,Campania,50960,38220,2.8,0.01,9.49
Tiroidite di Hashimoto,2022,Emilia Romagna,39629,29722,2.9,0.02,7.38
Tiroidite di Hashimoto,2022,Friuli Venezia Giulia,10686,8014,2.9,0.02,2.39
Tiroidite di Hashimoto,2022,Lazio,52678,39508,2.8,0.02,10.21
Tiroidite di Hashimoto,2022,Liguria,13908,10431,2.9,0.02,2.59
Tiroidite di Hashimoto,2022,Lombardia,88657,66492,2.9,0.01,16.51
Tiroidite di Hashimoto,2022,Marche,13424,10068,2.8,0.02,2.50
Tiroidite di Hashimoto,2022,Molise,2685,2014,2.7,0.01,0.50
Tiroidite di Hashimoto,2022,Piemonte,38663,28997,2.9,0.02,7.20
Tiroidite di Hashimoto,2022,Puglia,35978,26983,2.8,0.01,7.10
Tiroidite di Hashimoto,2022,Sardegna,15036,11277,2.9,0.01,3.20
Tiroidite di Hashimoto,2022,Sicilia,43442,32581,2.8,0.01,8.09
Tiroidite di Hashimoto,2022,Toscana,33239,24929,2.8,0.02,6.19
Tiroidite di Hashimoto,2022,Trentino Alto Adige,9129,6846,2.9,0.02,2.10
Tiroidite di Hashimoto,2022,Umbria,8001,6000,2.8,0.01,1.49
Tiroidite di Hashimoto,2022,Valle D'Aosta,1128,846,2.9,0.02,0.21
Tiroidite di Hashimoto,2022,Veneto,45805,34353,2.9,0.02,8.53
Tiroidite di Hashimoto,2023,Abruzzo,12027,9020,2.8,0.01,2.20
Tiroidite di Hashimoto,2023,Basilicata,5029,3772,2.7,0.01,1.32
Tiroidite di Hashimoto,2023,Calabria,17547,13160,2.8,0.01,3.21
Tiroidite di Hashimoto,2023,Campania,51877,38908,2.8,0.01,9.49
Tiroidite di Hashimoto,2023,Emilia Romagna,40342,30257,2.9,0.02,7.38
Tiroidite di Hashimoto,2023,Friuli Venezia Giulia,10878,8158,2.9,0.02,2.39
Tiroidite di Hashimoto,2023,Lazio,53626,40220,2.8,0.02,10.21
Tiroidite di Hashimoto,2023,Liguria,14158,10618,2.9,0.02,2.59
Tiroidite di Hashimoto,2023,Lombardia,90253,67689,2.9,0.01,16.51
Tiroidite di Hashimoto,2023,Marche,13666,10249,2.8,0.02,2.50
Tiroidite di Hashimoto,2023,Molise,2733,2050,2.7,0.01,0.50
Tiroidite di Hashimoto,2023,Piemonte,39359,29519,2.9,0.02,7.20
Tiroidite di Hashimoto,2023,Puglia,36626,27469,2.8,0.01,7.10
Tiroidite di Hashimoto,2023,Sardegna,15307,11480,2.9,0.01,3.20
Tiroidite di Hashimoto,2023,Sicilia,44224,33168,2.8,0.01,8.09
Tiroidite di Hashimoto,2023,Toscana,33837,25378,2.8,0.02,6.19
Tiroidite di Hashimoto,2023,Trentino Alto Adige,9293,6970,2.9,0.02,2.10
Tiroidite di Hashimoto,2023,Umbria,8145,6108,2.8,0.01,1.49
Tiroidite di Hashimoto,2023,Valle D'Aosta,1148,861,2.9,0.02,0.21
Tiroidite di Hashimoto,2023,Veneto,46629,34972,2.9,0.02,8.53
Tiroidite di Hashimoto,2024,Abruzzo,12243,9182,2.9,0.01,2.20
Tiroidite di Hashimoto,2024,Basilicata,5120,3840,2.8,0.01,1.32
Tiroidite di Hashimoto,2024,Calabria,17863,13397,2.9,0.01,3.21
Tiroidite di Hashimoto,2024,Campania,52811,39608,2.9,0.01,9.49
Tiroidite di Hashimoto,2024,Emilia Romagna,41068,30801,3.0,0.02,7.38
Tiroidite di Hashimoto,2024,Friuli Venezia Giulia,11074,8305,3.0,0.02,2.39
Tiroidite di Hashimoto,2024,Lazio,54591,40943,2.9,0.02,10.21
Tiroidite di Hashimoto,2024,Liguria,14413,10810,3.0,0.02,2.59
Tiroidite di Hashimoto,2024,Lombardia,91878,68908,3.0,0.01,16.51
Tiroidite di Hashimoto,2024,Marche,13912,10434,2.9,0.02,2.50
Tiroidite di Hashimoto,2024,Molise,2782,2086,2.8,0.01,0.50
Tiroidite di Hashimoto,2024,Piemonte,40067,30050,3.0,0.02,7.20
Tiroidite di Hashimoto,2024,Puglia,37285,27964,2.9,0.01,7.10
Tiroidite di Hashimoto,2024,Sardegna,15582,11686,3.0,0.01,3.20
Tiroidite di Hashimoto,2024,Sicilia,45020,33765,2.9,0.01,8.09
Tiroidite di Hashimoto,2024,Toscana,34446,25834,2.9,0.02,6.19
Tiroidite di Hashimoto,2024,Trentino Alto Adige,9460,7095,3.0,0.02,2.10
Tiroidite di Hashimoto,2024,Umbria,8292,6219,2.9,0.01,1.49
Tiroidite di Hashimoto,2024,Valle D'Aosta,1169,876,3.0,0.02,0.21
Tiroidite di Hashimoto,2024,Veneto,47468,35601,3.0,0.02,8.53
Tiroidite di Hashimoto,2025,Abruzzo,12463,9347,2.9,0.01,2.20
Tiroidite di Hashimoto,2025,Basilicata,5212,3909,2.8,0.01,1.32
Tiroidite di Hashimoto,2025,Calabria,18185,13639,2.9,0.01,3.21
Tiroidite di Hashimoto,2025,Campania,53762,40321,2.9,0.01,9.49
Tiroidite di Hashimoto,2025,Emilia Romagna,41807,31355,3.0,0.02,7.38
Tiroidite di Hashimoto,2025,Friuli Venezia Giulia,11273,8455,3.0,0.02,2.39
Tiroidite di Hashimoto,2025,Lazio,55574,41680,2.9,0.02,10.21
Tiroidite di Hashimoto,2025,Liguria,14672,11004,3.0,0.02,2.59
Tiroidite di Hashimoto,2025,Lombardia,93532,70149,3.0,0.01,16.51
Tiroidite di Hashimoto,2025,Marche,14162,10621,2.9,0.02,2.50
Tiroidite di Hashimoto,2025,Molise,2832,2124,2.8,0.01,0.50
Tiroidite di Hashimoto,2025,Piemonte,40788,30591,3.0,0.02,7.20
Tiroidite di Hashimoto,2025,Puglia,37956,28467,2.9,0.01,7.10
Tiroidite di Hashimoto,2025,Sardegna,15862,11896,3.0,0.01,3.20
Tiroidite di Hashimoto,2025,Sicilia,45830,34372,2.9,0.01,8.09
Tiroidite di Hashimoto,2025,Toscana,35066,26299,2.9,0.02,6.19
Tiroidite di Hashimoto,2025,Trentino Alto Adige,9630,7222,3.0,0.02,2.10
Tiroidite di Hashimoto,2025,Umbria,8441,6330,2.9,0.01,1.49
Tiroidite di Hashimoto,2025,Valle D'Aosta,1190,892,3.0,0.02,0.21
Tiroidite di Hashimoto,2025,Veneto,48322,36242,3.0,0.02,8.53
Morbo di Crohn,2018,Abruzzo,1100,940,5.8,0.05,2.15
Morbo di Crohn,2018,Basilicata,450,380,5.7,0.04,1.28
Morbo di Crohn,2018,Calabria,1550,1320,5.8,0.05,3.03
Morbo di Crohn,2018,Campania,4800,4100,5.7,0.05,9.38
Morbo di Crohn,2018,Emilia Romagna,4100,3500,6.0,0.06,8.02
Morbo di Crohn,2018,Friuli Venezia Giulia,1150,980,6.1,0.06,2.25
Morbo di Crohn,2018,Lazio,4900,4180,5.9,0.06,9.58
Morbo di Crohn,2018,Liguria,1450,1240,6.1,0.07,3.23
Morbo di Crohn,2018,Lombardia,8500,7250,6.0,0.06,17.02
Morbo di Crohn,2018,Marche,1350,1150,5.9,0.06,3.04
Morbo di Crohn,2018,Molise,250,210,5.8,0.05,0.49
Morbo di Crohn,2018,Piemonte,3800,3250,6.0,0.06,7.43
Morbo di Crohn,2018,Puglia,3100,2650,5.8,0.05,6.06
Morbo di Crohn,2018,Sardegna,1400,1200,5.9,0.05,3.14
Morbo di Crohn,2018,Sicilia,3900,3320,5.7,0.05,8.02
Morbo di Crohn,2018,Toscana,3200,2730,5.9,0.06,6.25
Morbo di Crohn,2018,Trentino Alto Adige,950,810,6.1,0.06,2.26
Morbo di Crohn,2018,Umbria,800,680,5.9,0.06,1.56
Morbo di Crohn,2018,Valle D'Aosta,130,110,6.1,0.07,0.25
Morbo di Crohn,2018,Veneto,4300,3680,6.0,0.06,8.41
Morbo di Crohn,2019,Abruzzo,1126,963,5.8,0.05,2.15
Morbo di Crohn,2019,Basilicata,461,390,5.7,0.04,1.28
Morbo di Crohn,2019,Calabria,1587,1352,5.8,0.05,3.03
Morbo di Crohn,2019,Campania,4915,4198,5.7,0.05,9.38
Morbo di Crohn,2019,Emilia Romagna,4198,3584,6.0,0.06,8.02
Morbo di Crohn,2019,Friuli Venezia Giulia,1178,1004,6.1,0.06,2.25
Morbo di Crohn,2019,Lazio,5018,4280,5.9,0.06,9.58
Morbo di Crohn,2019,Liguria,1485,1270,6.1,0.07,3.23
Morbo di Crohn,2019,Lombardia,8704,7424,6.0,0.06,17.02
Morbo di Crohn,2019,Marche,1382,1178,5.9,0.06,3.04
Morbo di Crohn,2019,Molise,256,215,5.8,0.05,0.49
Morbo di Crohn,2019,Piemonte,3891,3328,6.0,0.06,7.43
Morbo di Crohn,2019,Puglia,3174,2714,5.8,0.05,6.06
Morbo di Crohn,2019,Sardegna,1434,1229,5.9,0.05,3.14
Morbo di Crohn,2019,Sicilia,3994,3400,5.7,0.05,8.02
Morbo di Crohn,2019,Toscana,3277,2796,5.9,0.06,6.25
Morbo di Crohn,2019,Trentino Alto Adige,973,829,6.1,0.06,2.26
Morbo di Crohn,2019,Umbria,819,696,5.9,0.06,1.56
Morbo di Crohn,2019,Valle D'Aosta,133,113,6.1,0.07,0.25
Morbo di Crohn,2019,Veneto,4403,3768,6.0,0.06,8.41
Morbo di Crohn,2020,Abruzzo,1153,986,5.8,0.05,2.15
Morbo di Crohn,2020,Basilicata,472,400,5.7,0.04,1.28
Morbo di Crohn,2020,Calabria,1625,1385,5.8,0.05,3.03
Morbo di Crohn,2020,Campania,5033,4298,5.7,0.05,9.38
Morbo di Crohn,2020,Emilia Romagna,4299,3670,6.0,0.06,8.02
Morbo di Crohn,2020,Friuli Venezia Giulia,1206,1028,6.1,0.06,2.25
Morbo di Crohn,2020,Lazio,5138,4383,5.9,0.06,9.58
Morbo di Crohn,2020,Liguria,1521,1300,6.1,0.07,3.23
Morbo di Crohn,2020,Lombardia,8913,7602,6.0,0.06,17.02
Morbo di Crohn,2020,Marche,1415,1206,5.9,0.06,3.04
Morbo di Crohn,2020,Molise,262,220,5.8,0.05,0.49
Morbo di Crohn,2020,Piemonte,3984,3408,6.0,0.06,7.43
Morbo di Crohn,2020,Puglia,3250,2779,5.8,0.05,6.06
Morbo di Crohn,2020,Sardegna,1468,1258,5.9,0.05,3.14
Morbo di Crohn,2020,Sicilia,4090,3482,5.7,0.05,8.02
Morbo di Crohn,2020,Toscana,3356,2863,5.9,0.06,6.25
Morbo di Crohn,2020,Trentino Alto Adige,996,849,6.1,0.06,2.26
Morbo di Crohn,2020,Umbria,839,713,5.9,0.06,1.56
Morbo di Crohn,2020,Valle D'Aosta,136,116,6.1,0.07,0.25
Morbo di Crohn,2020,Veneto,4509,3858,6.0,0.06,8.41
Morbo di Crohn,2021,Abruzzo,1181,1010,5.9,0.05,2.15
Morbo di Crohn,2021,Basilicata,483,410,5.8,0.04,1.28
Morbo di Crohn,2021,Calabria,1664,1419,5.9,0.05,3.03
Morbo di Crohn,2021,Campania,5154,4401,5.8,0.05,9.38
Morbo di Crohn,2021,Emilia Romagna,4402,3758,6.1,0.06,8.02
Morbo di Crohn,2021,Friuli Venezia Giulia,1235,1053,6.2,0.06,2.25
Morbo di Crohn,2021,Lazio,5261,4488,6.0,0.06,9.58
Morbo di Crohn,2021,Liguria,1558,1331,6.2,0.07,3.23
Morbo di Crohn,2021,Lombardia,9127,7885,6.1,0.06,17.02
Morbo di Crohn,2021,Marche,1449,1235,6.0,0.06,3.04
Morbo di Crohn,2021,Molise,268,225,5.9,0.05,0.49
Morbo di Crohn,2021,Piemonte,4080,3490,6.1,0.06,7.43
Morbo di Crohn,2021,Puglia,3328,2846,5.9,0.05,6.06
Morbo di Crohn,2021,Sardegna,1503,1288,6.0,0.05,3.14
Morbo di Crohn,2021,Sicilia,4188,3565,5.8,0.05,8.02
Morbo di Crohn,2021,Toscana,3437,2932,6.0,0.06,6.25
Morbo di Crohn,2021,Trentino Alto Adige,1020,869,6.2,0.06,2.26
Morbo di Crohn,2021,Umbria,859,730,6.0,0.06,1.56
Morbo di Crohn,2021,Valle D'Aosta,139,119,6.2,0.07,0.25
Morbo di Crohn,2021,Veneto,4617,3951,6.1,0.06,8.41
Morbo di Crohn,2022,Abruzzo,1209,1034,5.9,0.05,2.15
Morbo di Crohn,2022,Basilicata,495,420,5.8,0.04,1.28
Morbo di Crohn,2022,Calabria,1704,1453,5.9,0.05,3.03
Morbo di Crohn,2022,Campania,5278,4507,5.8,0.05,9.38
Morbo di Crohn,2022,Emilia Romagna,4508,3849,6.1,0.06,8.02
Morbo di Crohn,2022,Friuli Venezia Giulia,1265,1078,6.2,0.06,2.25
Morbo di Crohn,2022,Lazio,5387,4596,6.0,0.06,9.58
Morbo di Crohn,2022,Liguria,1595,1363,6.2,0.07,3.23
Morbo di Crohn,2022,Lombardia,9346,7972,6.1,0.06,17.02
Morbo di Crohn,2022,Marche,1484,1265,6.0,0.06,3.04
Morbo di Crohn,2022,Molise,274,230,5.9,0.05,0.49
Morbo di Crohn,2022,Piemonte,4178,3574,6.1,0.06,7.43
Morbo di Crohn,2022,Puglia,3408,2914,5.9,0.05,6.06
Morbo di Crohn,2022,Sardegna,1539,1319,6.0,0.05,3.14
Morbo di Crohn,2022,Sicilia,4289,3651,5.8,0.05,8.02
Morbo di Crohn,2022,Toscana,3520,3003,6.0,0.06,6.25
Morbo di Crohn,2022,Trentino Alto Adige,1045,890,6.2,0.06,2.26
Morbo di Crohn,2022,Umbria,880,748,6.0,0.06,1.56
Morbo di Crohn,2022,Valle D'Aosta,142,122,6.2,0.07,0.25
